workload,workload_class,comm_volume_gb,latency_sensitivity,network_config,available_bandwidth_gbps,network_congestion,network_grade,measured_latency_ms,throughput_gbps,run
DenseNet-121,compute,0.9,low,200Gbps-heavy,200,0.6,0,6.666802171366132,73.74364643328927,3
DenseNet-121,compute,0.9,low,200Gbps-heavy,200,0.6,0,6.536208650105403,84.80887758957945,4
DenseNet-121,compute,0.9,low,100Gbps-moderate,100,0.4,0,10.633177014662017,62.60812892342369,0
DenseNet-121,compute,0.9,low,100Gbps-moderate,100,0.4,0,11.217188952330241,62.738873609247165,1
DenseNet-121,compute,0.9,low,100Gbps-moderate,100,0.4,0,11.158812559583735,51.33656591681031,2
DenseNet-121,compute,0.9,low,100Gbps-moderate,100,0.4,0,10.657460734274807,60.23080774397463,3
DenseNet-121,compute,0.9,low,100Gbps-moderate,100,0.4,0,11.752221841818907,55.659280199498845,4
DenseNet-121,compute,0.9,low,InfiniBand-200Gbps,200,0.15,0,5.0790286129022455,147.40332715314213,0
DenseNet-121,compute,0.9,low,InfiniBand-200Gbps,200,0.15,0,4.905613174551638,153.53017968323059,1
DenseNet-121,compute,0.9,low,InfiniBand-200Gbps,200,0.15,0,4.761462207845563,170.64462192990325,2
DenseNet-121,compute,0.9,low,InfiniBand-200Gbps,200,0.15,0,4.7101326483871535,164.77004459847439,3
DenseNet-121,compute,0.9,low,InfiniBand-200Gbps,200,0.15,0,5.1695173710176165,162.1542705744852,4
DenseNet-121,compute,0.9,low,Ethernet-100Gbps,100,0.35,0,11.720076813036643,59.125524355780385,0
DenseNet-121,compute,0.9,low,Ethernet-100Gbps,100,0.35,0,11.548014850077347,72.49615682742109,1
DenseNet-121,compute,0.9,low,Ethernet-100Gbps,100,0.35,0,9.859699968678399,60.85614467155352,2
DenseNet-121,compute,0.9,low,Ethernet-100Gbps,100,0.35,0,11.574603071539054,63.94416399257644,3
DenseNet-121,compute,0.9,low,Ethernet-100Gbps,100,0.35,0,11.458769553771361,61.85927702907773,4
DenseNet-121,compute,0.9,low,Ethernet-50Gbps,50,0.5,0,24.715921027554543,24.68864552921584,0
DenseNet-121,compute,0.9,low,Ethernet-50Gbps,50,0.5,0,26.046294333682965,25.508841686602423,1
DenseNet-121,compute,0.9,low,Ethernet-50Gbps,50,0.5,0,25.024784525600346,24.176246067755063,2
DenseNet-121,compute,0.9,low,Ethernet-50Gbps,50,0.5,0,24.009390778973298,24.13488362436076,3
DenseNet-121,compute,0.9,low,Ethernet-50Gbps,50,0.5,0,25.09473603456705,24.158031038359475,4
Inception-v3,compute,1.1,low,200Gbps-uncongested,200,0.0,0,5.448914146139173,233.206412778327,0
Inception-v3,compute,1.1,low,200Gbps-uncongested,200,0.0,0,5.605038372503628,194.78362348531454,1
Inception-v3,compute,1.1,low,200Gbps-uncongested,200,0.0,0,5.693685379487388,193.47079403165517,2
Inception-v3,compute,1.1,low,200Gbps-uncongested,200,0.0,0,4.823745852369228,183.87061902532153,3
Inception-v3,compute,1.1,low,200Gbps-uncongested,200,0.0,0,4.868683810271376,194.37578425533906,4
Inception-v3,compute,1.1,low,200Gbps-light,200,0.2,0,6.236206506798309,181.45839759712362,0
Inception-v3,compute,1.1,low,200Gbps-light,200,0.2,0,6.3323142892878606,157.19551323124654,1
Inception-v3,compute,1.1,low,200Gbps-light,200,0.2,0,6.488848027731968,131.69746804469906,2
Inception-v3,compute,1.1,low,200Gbps-light,200,0.2,0,6.303868207067024,169.86707448175315,3
Inception-v3,compute,1.1,low,200Gbps-light,200,0.2,0,5.769854480074445,174.64005175304868,4
Inception-v3,compute,1.1,low,200Gbps-moderate,200,0.4,0,7.2098380819535866,116.0132360265523,0
Inception-v3,compute,1.1,low,200Gbps-moderate,200,0.4,0,7.31415997792635,141.7986514349222,1
Inception-v3,compute,1.1,low,200Gbps-moderate,200,0.4,0,7.154313916588118,122.38291762848321,2
Inception-v3,compute,1.1,low,200Gbps-moderate,200,0.4,0,6.927003899870011,111.841494053138,3
Inception-v3,compute,1.1,low,200Gbps-moderate,200,0.4,0,7.3841913099663685,111.78159527127488,4
Inception-v3,compute,1.1,low,200Gbps-heavy,200,0.6,0,7.977663533738567,76.94299234070326,0
Inception-v3,compute,1.1,low,200Gbps-heavy,200,0.6,0,8.139594520584748,82.13543747383648,1
Inception-v3,compute,1.1,low,200Gbps-heavy,200,0.6,0,8.361600348938442,76.73589504732962,2
Inception-v3,compute,1.1,low,200Gbps-heavy,200,0.6,0,7.841954005210545,73.73591221899324,3
Inception-v3,compute,1.1,low,200Gbps-heavy,200,0.6,0,7.772629534325217,82.41472315548705,4
Inception-v3,compute,1.1,low,100Gbps-moderate,100,0.4,0,14.71638060125442,55.5736064439474,0
Inception-v3,compute,1.1,low,100Gbps-moderate,100,0.4,0,14.79622450976241,66.50706172226376,1
Inception-v3,compute,1.1,low,100Gbps-moderate,100,0.4,0,14.472806386465242,69.00861990027872,2
Inception-v3,compute,1.1,low,100Gbps-moderate,100,0.4,0,13.631083048291803,54.0256574241052,3
Inception-v3,compute,1.1,low,100Gbps-moderate,100,0.4,0,12.918602636030755,67.18101269514808,4
Inception-v3,compute,1.1,low,InfiniBand-200Gbps,200,0.15,0,6.212445920075244,169.2440484756178,0
Inception-v3,compute,1.1,low,InfiniBand-200Gbps,200,0.15,0,6.0998343133852595,154.69334895674208,1
Inception-v3,compute,1.1,low,InfiniBand-200Gbps,200,0.15,0,6.751261337619125,171.7574080748631,2
Inception-v3,compute,1.1,low,InfiniBand-200Gbps,200,0.15,0,6.048528903064754,179.8704260850222,3
Inception-v3,compute,1.1,low,InfiniBand-200Gbps,200,0.15,0,6.16030355798331,173.0448227301962,4
Inception-v3,compute,1.1,low,Ethernet-100Gbps,100,0.35,0,13.206548811881348,67.45163545710717,0
Inception-v3,compute,1.1,low,Ethernet-100Gbps,100,0.35,0,15.043891841326584,71.99618424000587,1
Inception-v3,compute,1.1,low,Ethernet-100Gbps,100,0.35,0,14.845315805814584,62.34167848255783,2
Inception-v3,compute,1.1,low,Ethernet-100Gbps,100,0.35,0,13.069646686072225,64.34590801548183,3
Inception-v3,compute,1.1,low,Ethernet-100Gbps,100,0.35,0,13.788310877198478,70.68979589604893,4
Inception-v3,compute,1.1,low,Ethernet-50Gbps,50,0.5,0,27.532816865467943,28.059100638921226,0
Inception-v3,compute,1.1,low,Ethernet-50Gbps,50,0.5,0,29.84049593377769,24.14623786010516,1
Inception-v3,compute,1.1,low,Ethernet-50Gbps,50,0.5,0,28.556014904393884,21.69028665626846,2
Inception-v3,compute,1.1,low,Ethernet-50Gbps,50,0.5,0,31.31609638603647,25.14663593437681,3
Inception-v3,compute,1.1,low,Ethernet-50Gbps,50,0.5,0,28.1381447406238,22.409842455872766,4
BERT-base,communication,4.5,medium,200Gbps-uncongested,200,0.0,1,21.603752161424417,226.7043444046303,0
BERT-base,communication,4.5,medium,200Gbps-uncongested,200,0.0,1,21.687460673550728,175.9497127501103,1
BERT-base,communication,4.5,medium,200Gbps-uncongested,200,0.0,1,21.702674856350892,195.63642288403727,2
BERT-base,communication,4.5,medium,200Gbps-uncongested,200,0.0,1,19.00976809247142,199.131282135715,3
BERT-base,communication,4.5,medium,200Gbps-uncongested,200,0.0,1,21.718943997573476,211.13930183701467,4
BERT-base,communication,4.5,medium,200Gbps-light,200,0.2,1,33.60557211869035,174.4200323782113,0
BERT-base,communication,4.5,medium,200Gbps-light,200,0.2,1,30.348144836304822,145.8364683681066,1
BERT-base,communication,4.5,medium,200Gbps-light,200,0.2,1,34.71976727550637,160.75799595538544,2
BERT-base,communication,4.5,medium,200Gbps-light,200,0.2,1,30.78314319801063,159.69119888499196,3
BERT-base,communication,4.5,medium,200Gbps-light,200,0.2,1,31.066390134970085,158.15218672737353,4
BERT-base,communication,4.5,medium,200Gbps-moderate,200,0.4,1,38.41634222272219,114.75015416409224,0
BERT-base,communication,4.5,medium,200Gbps-moderate,200,0.4,1,39.48601037872324,114.78312219711586,1
BERT-base,communication,4.5,medium,200Gbps-moderate,200,0.4,1,38.14110086921752,121.02173018584222,2
BERT-base,communication,4.5,medium,200Gbps-moderate,200,0.4,1,39.0465538425027,134.43833269039382,3
BERT-base,communication,4.5,medium,200Gbps-moderate,200,0.4,1,34.30838490039468,130.47846577845561,4
BERT-base,communication,4.5,medium,200Gbps-heavy,200,0.6,1,51.35162192522621,66.73030251258784,0
BERT-base,communication,4.5,medium,200Gbps-heavy,200,0.6,1,47.51157051235463,77.62277845762694,1
BERT-base,communication,4.5,medium,200Gbps-heavy,200,0.6,1,44.93789898005215,75.0219731994184,2
BERT-base,communication,4.5,medium,200Gbps-heavy,200,0.6,1,45.65559060788289,91.21453083791118,3
BERT-base,communication,4.5,medium,200Gbps-heavy,200,0.6,1,50.60137111624998,88.13795260796262,4
BERT-base,communication,4.5,medium,100Gbps-moderate,100,0.4,1,81.95583189392099,54.5805514981573,0
BERT-base,communication,4.5,medium,100Gbps-moderate,100,0.4,1,77.0270438687177,62.34899789389401,1
BERT-base,communication,4.5,medium,100Gbps-moderate,100,0.4,1,74.26795153709729,63.42239246482746,2
BERT-base,communication,4.5,medium,100Gbps-moderate,100,0.4,1,78.15105677486285,58.200860123761935,3
BERT-base,communication,4.5,medium,100Gbps-moderate,100,0.4,1,81.91346471799233,62.13246389513299,4
BERT-base,communication,4.5,medium,InfiniBand-200Gbps,200,0.15,1,28.048913068837493,185.76688532575378,0
BERT-base,communication,4.5,medium,InfiniBand-200Gbps,200,0.15,1,27.02045398768081,178.376724254442,1
BERT-base,communication,4.5,medium,InfiniBand-200Gbps,200,0.15,1,29.41153377908082,165.79016842532974,2
BERT-base,communication,4.5,medium,InfiniBand-200Gbps,200,0.15,1,29.03024369631748,152.98485536115987,3
BERT-base,communication,4.5,medium,InfiniBand-200Gbps,200,0.15,1,29.884169448818447,167.48533094437533,4
BERT-base,communication,4.5,medium,Ethernet-100Gbps,100,0.35,1,72.75447699854948,70.45484797435182,0
BERT-base,communication,4.5,medium,Ethernet-100Gbps,100,0.35,1,72.07605994499409,57.67600125890949,1
BERT-base,communication,4.5,medium,Ethernet-100Gbps,100,0.35,1,68.8924740344444,68.15125174699733,2
BERT-base,communication,4.5,medium,Ethernet-100Gbps,100,0.35,1,69.92417746748214,74.1249297463187,3
BERT-base,communication,4.5,medium,Ethernet-100Gbps,100,0.35,1,66.93029298324684,73.82157311510821,4
BERT-base,communication,4.5,medium,Ethernet-50Gbps,50,0.5,1,177.63589570783552,24.806573776259217,0
BERT-base,communication,4.5,medium,Ethernet-50Gbps,50,0.5,1,170.9919220885932,25.79827222870414,1
BERT-base,communication,4.5,medium,Ethernet-50Gbps,50,0.5,1,175.4504762482191,27.206603764033044,2
BERT-base,communication,4.5,medium,Ethernet-50Gbps,50,0.5,1,176.7852039433187,25.300603522923755,3
BERT-base,communication,4.5,medium,Ethernet-50Gbps,50,0.5,1,172.58543954108916,24.886108752557863,4
BERT-large,communication,8.2,medium,200Gbps-uncongested,200,0.0,2,40.65526721311399,172.63730571749397,0
BERT-large,communication,8.2,medium,200Gbps-uncongested,200,0.0,2,37.340058481136026,211.8922255043634,1
BERT-large,communication,8.2,medium,200Gbps-uncongested,200,0.0,2,40.381127097814726,197.05626661835714,2
BERT-large,communication,8.2,medium,200Gbps-uncongested,200,0.0,2,40.075966369906304,205.56130728578674,3
BERT-large,communication,8.2,medium,200Gbps-uncongested,200,0.0,2,38.95848892125567,187.547124393563,4
BERT-large,communication,8.2,medium,200Gbps-light,200,0.2,2,56.60358972864291,147.4768284465276,0
BERT-large,communication,8.2,medium,200Gbps-light,200,0.2,2,57.19891153212942,138.20692986575563,1
BERT-large,communication,8.2,medium,200Gbps-light,200,0.2,2,58.93913738195761,166.04924777488694,2
BERT-large,communication,8.2,medium,200Gbps-light,200,0.2,2,56.77227083738361,172.57844459450257,3
BERT-large,communication,8.2,medium,200Gbps-light,200,0.2,2,60.72256997617928,172.98393683223208,4
BERT-large,communication,8.2,medium,200Gbps-moderate,200,0.4,2,65.43669344373654,107.71606111933727,0
BERT-large,communication,8.2,medium,200Gbps-moderate,200,0.4,2,69.81876899248334,120.250474082024,1
BERT-large,communication,8.2,medium,200Gbps-moderate,200,0.4,2,73.93570486868268,113.03285939372674,2
BERT-large,communication,8.2,medium,200Gbps-moderate,200,0.4,2,72.74332945402385,112.74832384940811,3
BERT-large,communication,8.2,medium,200Gbps-moderate,200,0.4,2,69.86669854195284,106.49605347025707,4
BERT-large,communication,8.2,medium,200Gbps-heavy,200,0.6,2,84.01974419925766,71.34921852405546,0
BERT-large,communication,8.2,medium,200Gbps-heavy,200,0.6,2,83.78790198151586,86.74330749829018,1
BERT-large,communication,8.2,medium,200Gbps-heavy,200,0.6,2,83.90450294078902,96.8472452149593,2
BERT-large,communication,8.2,medium,200Gbps-heavy,200,0.6,2,90.25865598923127,81.18295119164719,3
BERT-large,communication,8.2,medium,200Gbps-heavy,200,0.6,2,84.30547501111596,84.48198322821754,4
BERT-large,communication,8.2,medium,100Gbps-moderate,100,0.4,2,139.99198519762228,60.58564711029773,0
BERT-large,communication,8.2,medium,100Gbps-moderate,100,0.4,2,162.59123426994503,59.53891248132168,1
BERT-large,communication,8.2,medium,100Gbps-moderate,100,0.4,2,152.4234737773323,56.624753159395745,2
BERT-large,communication,8.2,medium,100Gbps-moderate,100,0.4,2,143.88846185559808,68.49984305105045,3
BERT-large,communication,8.2,medium,100Gbps-moderate,100,0.4,2,139.622053821803,68.69975307838526,4
BERT-large,communication,8.2,medium,InfiniBand-200Gbps,200,0.15,2,53.89273330858285,162.35045184783797,0
BERT-large,communication,8.2,medium,InfiniBand-200Gbps,200,0.15,2,53.696647094319296,183.22674051492353,1
BERT-large,communication,8.2,medium,InfiniBand-200Gbps,200,0.15,2,53.6690659661219,148.6449438094898,2
BERT-large,communication,8.2,medium,InfiniBand-200Gbps,200,0.15,2,50.158378346119854,166.63374655649952,3
BERT-large,communication,8.2,medium,InfiniBand-200Gbps,200,0.15,2,51.8570653432113,178.44114052668922,4
BERT-large,communication,8.2,medium,Ethernet-100Gbps,100,0.35,2,137.34235935205544,58.056209334707475,0
BERT-large,communication,8.2,medium,Ethernet-100Gbps,100,0.35,2,138.7206826381949,68.17504587547587,1
BERT-large,communication,8.2,medium,Ethernet-100Gbps,100,0.35,2,139.94310490437437,70.62005977288403,2
BERT-large,communication,8.2,medium,Ethernet-100Gbps,100,0.35,2,141.8090209152401,67.38773641198786,3
BERT-large,communication,8.2,medium,Ethernet-100Gbps,100,0.35,2,135.65521971790355,56.363003145716846,4
BERT-large,communication,8.2,medium,Ethernet-50Gbps,50,0.5,2,327.1931042907953,25.41537537432622,0
BERT-large,communication,8.2,medium,Ethernet-50Gbps,50,0.5,2,324.6620048144572,22.44650284835938,1
BERT-large,communication,8.2,medium,Ethernet-50Gbps,50,0.5,2,302.9987038450239,27.106305706665808,2
BERT-large,communication,8.2,medium,Ethernet-50Gbps,50,0.5,2,319.67899948901453,26.36300139474525,3
BERT-large,communication,8.2,medium,Ethernet-50Gbps,50,0.5,2,320.7660364927144,25.059512278991487,4
ViT-base,communication,5.1,medium,200Gbps-uncongested,200,0.0,1,26.07061704357363,191.74328434852202,0
ViT-base,communication,5.1,medium,200Gbps-uncongested,200,0.0,1,25.022025381445072,192.60359538071933,1
ViT-base,communication,5.1,medium,200Gbps-uncongested,200,0.0,1,24.361345029320116,195.0532460245018,2
ViT-base,communication,5.1,medium,200Gbps-uncongested,200,0.0,1,25.178926326985337,192.34002205338436,3
ViT-base,communication,5.1,medium,200Gbps-uncongested,200,0.0,1,26.46590728526,185.68628316448795,4
ViT-base,communication,5.1,medium,200Gbps-light,200,0.2,1,34.53753331559763,154.37144245409056,0
ViT-base,communication,5.1,medium,200Gbps-light,200,0.2,1,37.38560109723771,162.51590113934813,1
ViT-base,communication,5.1,medium,200Gbps-light,200,0.2,1,36.66195556928859,140.98482722512676,2
ViT-base,communication,5.1,medium,200Gbps-light,200,0.2,1,35.32879367634436,171.38727418397997,3
ViT-base,communication,5.1,medium,200Gbps-light,200,0.2,1,35.00671574302405,173.6381488008365,4
ViT-base,communication,5.1,medium,200Gbps-moderate,200,0.4,1,43.66486621779262,133.52973542578155,0
ViT-base,communication,5.1,medium,200Gbps-moderate,200,0.4,1,49.976534368853684,116.51674981977928,1
ViT-base,communication,5.1,medium,200Gbps-moderate,200,0.4,1,43.825753626352764,133.9524909803299,2
ViT-base,communication,5.1,medium,200Gbps-moderate,200,0.4,1,48.36437311958202,114.98054373932862,3
ViT-base,communication,5.1,medium,200Gbps-moderate,200,0.4,1,43.882491459731455,117.29486775493912,4
ViT-base,communication,5.1,medium,200Gbps-heavy,200,0.6,1,51.102359684129745,74.12062754250113,0
ViT-base,communication,5.1,medium,200Gbps-heavy,200,0.6,1,52.03455580982466,75.08609558333359,1
ViT-base,communication,5.1,medium,200Gbps-heavy,200,0.6,1,54.69014540125008,81.49897428823373,2
ViT-base,communication,5.1,medium,200Gbps-heavy,200,0.6,1,59.032376838226064,73.61053413927173,3
ViT-base,communication,5.1,medium,200Gbps-heavy,200,0.6,1,57.48146907004573,78.63047139695675,4
ViT-base,communication,5.1,medium,100Gbps-moderate,100,0.4,1,89.42672028583529,63.239133562399694,0
ViT-base,communication,5.1,medium,100Gbps-moderate,100,0.4,1,84.61592375100493,61.83556678168345,1
ViT-base,communication,5.1,medium,100Gbps-moderate,100,0.4,1,90.39454651923626,62.36376606723911,2
ViT-base,communication,5.1,medium,100Gbps-moderate,100,0.4,1,90.94461335501649,71.78544067157229,3
ViT-base,communication,5.1,medium,100Gbps-moderate,100,0.4,1,86.78981784402974,57.451214615991276,4
ViT-base,communication,5.1,medium,InfiniBand-200Gbps,200,0.15,1,31.36439900141695,162.44551117942052,0
ViT-base,communication,5.1,medium,InfiniBand-200Gbps,200,0.15,1,31.341338707509227,186.1706248230627,1
ViT-base,communication,5.1,medium,InfiniBand-200Gbps,200,0.15,1,34.67234940531561,162.23785040500712,2
ViT-base,communication,5.1,medium,InfiniBand-200Gbps,200,0.15,1,31.025752575761466,176.4112515668551,3
ViT-base,communication,5.1,medium,InfiniBand-200Gbps,200,0.15,1,31.479189750101845,178.60787272147496,4
ViT-base,communication,5.1,medium,Ethernet-100Gbps,100,0.35,1,85.52702274940467,57.118130602014396,0
ViT-base,communication,5.1,medium,Ethernet-100Gbps,100,0.35,1,91.21917485133382,74.33856390009672,1
ViT-base,communication,5.1,medium,Ethernet-100Gbps,100,0.35,1,82.07379006518572,62.98395188833288,2
ViT-base,communication,5.1,medium,Ethernet-100Gbps,100,0.35,1,85.87815084843014,66.73917530793253,3
ViT-base,communication,5.1,medium,Ethernet-100Gbps,100,0.35,1,87.45584904495774,75.45306360158501,4
ViT-base,communication,5.1,medium,Ethernet-50Gbps,50,0.5,1,197.4561897261335,23.403405510923093,0
ViT-base,communication,5.1,medium,Ethernet-50Gbps,50,0.5,1,185.47943737719905,23.538139920116162,1
ViT-base,communication,5.1,medium,Ethernet-50Gbps,50,0.5,1,198.8887742936399,28.589115727035576,2
ViT-base,communication,5.1,medium,Ethernet-50Gbps,50,0.5,1,194.0628562010069,25.447575903277798,3
ViT-base,communication,5.1,medium,Ethernet-50Gbps,50,0.5,1,199.05516255865032,27.37678654689617,4
ViT-large,communication,9.8,medium,200Gbps-uncongested,200,0.0,2,53.89744574549841,191.50609963327489,0
ViT-large,communication,9.8,medium,200Gbps-uncongested,200,0.0,2,46.680540396318705,216.70657403310517,1
ViT-large,communication,9.8,medium,200Gbps-uncongested,200,0.0,2,49.483041161703575,229.54731721177652,2
ViT-large,communication,9.8,medium,200Gbps-uncongested,200,0.0,2,49.248656302781846,194.25132654740705,3
ViT-large,communication,9.8,medium,200Gbps-uncongested,200,0.0,2,49.264750327339996,217.7392572893265,4
ViT-large,communication,9.8,medium,200Gbps-light,200,0.2,2,69.74048230615914,166.4931075981734,0
ViT-large,communication,9.8,medium,200Gbps-light,200,0.2,2,70.56513104032305,174.96698355770462,1
ViT-large,communication,9.8,medium,200Gbps-light,200,0.2,2,71.62188021411984,168.30348656114745,2
ViT-large,communication,9.8,medium,200Gbps-light,200,0.2,2,66.43240721143866,161.87793518634652,3
ViT-large,communication,9.8,medium,200Gbps-light,200,0.2,2,71.03352124523795,149.54322341136339,4
ViT-large,communication,9.8,medium,200Gbps-moderate,200,0.4,2,87.7205559493452,116.22394740165734,0
ViT-large,communication,9.8,medium,200Gbps-moderate,200,0.4,2,86.25660612220952,132.27313788103007,1
ViT-large,communication,9.8,medium,200Gbps-moderate,200,0.4,2,86.95580750973414,120.44579086229902,2
ViT-large,communication,9.8,medium,200Gbps-moderate,200,0.4,2,80.27640079910014,127.16403423386133,3
ViT-large,communication,9.8,medium,200Gbps-moderate,200,0.4,2,88.91268089729702,140.7672453437324,4
ViT-large,communication,9.8,medium,200Gbps-heavy,200,0.6,2,103.65339386094077,81.40256209704921,0
ViT-large,communication,9.8,medium,200Gbps-heavy,200,0.6,2,106.58611138203221,90.09570099048624,1
ViT-large,communication,9.8,medium,200Gbps-heavy,200,0.6,2,104.77183308636167,81.78573776493018,2
ViT-large,communication,9.8,medium,200Gbps-heavy,200,0.6,2,108.47320526110563,81.19429838820069,3
ViT-large,communication,9.8,medium,200Gbps-heavy,200,0.6,2,102.9235574390358,81.24217595454917,4
ViT-large,communication,9.8,medium,100Gbps-moderate,100,0.4,2,181.51311722047186,55.072726562826915,0
ViT-large,communication,9.8,medium,100Gbps-moderate,100,0.4,2,173.4109302011479,56.63942008829197,1
ViT-large,communication,9.8,medium,100Gbps-moderate,100,0.4,2,182.55889772179404,52.68870285703788,2
ViT-large,communication,9.8,medium,100Gbps-moderate,100,0.4,2,167.45147393268027,61.8106170003097,3
ViT-large,communication,9.8,medium,100Gbps-moderate,100,0.4,2,185.7499237674286,59.68439874684966,4
ViT-large,communication,9.8,medium,InfiniBand-200Gbps,200,0.15,2,60.48016553465055,195.58373614439202,0
ViT-large,communication,9.8,medium,InfiniBand-200Gbps,200,0.15,2,57.703198952318616,140.09623898996688,1
ViT-large,communication,9.8,medium,InfiniBand-200Gbps,200,0.15,2,63.57563088224596,163.1720625488045,2
ViT-large,communication,9.8,medium,InfiniBand-200Gbps,200,0.15,2,59.030638161561214,179.6336476832712,3
ViT-large,communication,9.8,medium,InfiniBand-200Gbps,200,0.15,2,62.96533718101687,162.3285306219805,4
ViT-large,communication,9.8,medium,Ethernet-100Gbps,100,0.35,2,152.2803362881557,69.53677810705675,0
ViT-large,communication,9.8,medium,Ethernet-100Gbps,100,0.35,2,167.98454669179262,64.48428550834721,1
ViT-large,communication,9.8,medium,Ethernet-100Gbps,100,0.35,2,177.7172716573018,59.43555921510401,2
ViT-large,communication,9.8,medium,Ethernet-100Gbps,100,0.35,2,150.28552277948918,61.402078036617525,3
ViT-large,communication,9.8,medium,Ethernet-100Gbps,100,0.35,2,162.3244809411706,66.265365136478,4
ViT-large,communication,9.8,medium,Ethernet-50Gbps,50,0.5,2,378.19509108009373,25.704110793028594,0
ViT-large,communication,9.8,medium,Ethernet-50Gbps,50,0.5,2,358.8572532088548,27.88752920814652,1
ViT-large,communication,9.8,medium,Ethernet-50Gbps,50,0.5,2,381.24007510107975,27.234591663176253,2
ViT-large,communication,9.8,medium,Ethernet-50Gbps,50,0.5,2,389.37247733301075,25.913506438307564,3
ViT-large,communication,9.8,medium,Ethernet-50Gbps,50,0.5,2,393.71820184819455,25.89541712003463,4
GPT-2-small,communication,3.2,medium,200Gbps-uncongested,200,0.0,1,16.127127156146518,221.26644048211892,0
GPT-2-small,communication,3.2,medium,200Gbps-uncongested,200,0.0,1,15.778532163829274,211.3440601214162,1
GPT-2-small,communication,3.2,medium,200Gbps-uncongested,200,0.0,1,15.554893988838103,223.0418754471916,2
GPT-2-small,communication,3.2,medium,200Gbps-uncongested,200,0.0,1,15.096568514016194,228.81504692657307,3
GPT-2-small,communication,3.2,medium,200Gbps-uncongested,200,0.0,1,15.593626601059107,177.10759836611123,4
GPT-2-small,communication,3.2,medium,200Gbps-light,200,0.2,1,22.015114203808675,151.28253878432153,0
GPT-2-small,communication,3.2,medium,200Gbps-light,200,0.2,1,22.79445388170642,151.6464130649294,1
GPT-2-small,communication,3.2,medium,200Gbps-light,200,0.2,1,21.386986869921333,135.8138786438972,2
GPT-2-small,communication,3.2,medium,200Gbps-light,200,0.2,1,21.380289963321324,128.97434461914935,3
GPT-2-small,communication,3.2,medium,200Gbps-light,200,0.2,1,20.14260628681249,169.733307598647,4
GPT-2-small,communication,3.2,medium,200Gbps-moderate,200,0.4,1,29.23003147310273,124.08439259313566,0
GPT-2-small,communication,3.2,medium,200Gbps-moderate,200,0.4,1,26.765189798724546,119.541970981037,1
GPT-2-small,communication,3.2,medium,200Gbps-moderate,200,0.4,1,28.11993392940389,108.8796989837516,2
GPT-2-small,communication,3.2,medium,200Gbps-moderate,200,0.4,1,30.239153861860057,128.42267798952642,3
GPT-2-small,communication,3.2,medium,200Gbps-moderate,200,0.4,1,27.814269130552038,120.2581040543475,4
GPT-2-small,communication,3.2,medium,200Gbps-heavy,200,0.6,1,34.73315795115986,66.93289684208455,0
GPT-2-small,communication,3.2,medium,200Gbps-heavy,200,0.6,1,33.950163873792725,75.6353008128141,1
GPT-2-small,communication,3.2,medium,200Gbps-heavy,200,0.6,1,32.65346560799311,78.2009581255299,2
GPT-2-small,communication,3.2,medium,200Gbps-heavy,200,0.6,1,37.46477371802262,84.10139431210887,3
GPT-2-small,communication,3.2,medium,200Gbps-heavy,200,0.6,1,33.393286111310815,83.66452980067942,4
GPT-2-small,communication,3.2,medium,100Gbps-moderate,100,0.4,1,60.185687165398136,64.43824167798128,0
GPT-2-small,communication,3.2,medium,100Gbps-moderate,100,0.4,1,56.41771041540049,56.894703467013244,1
GPT-2-small,communication,3.2,medium,100Gbps-moderate,100,0.4,1,58.21375306953822,61.8887298500244,2
GPT-2-small,communication,3.2,medium,100Gbps-moderate,100,0.4,1,58.76773093132799,63.04882464807345,3
GPT-2-small,communication,3.2,medium,100Gbps-moderate,100,0.4,1,59.20186701183564,57.43087098450927,4
GPT-2-small,communication,3.2,medium,InfiniBand-200Gbps,200,0.15,1,21.650478347909864,172.68735462381665,0
GPT-2-small,communication,3.2,medium,InfiniBand-200Gbps,200,0.15,1,22.420186823760037,160.62704567398188,1
GPT-2-small,communication,3.2,medium,InfiniBand-200Gbps,200,0.15,1,22.075588237589706,172.691586655092,2
GPT-2-small,communication,3.2,medium,InfiniBand-200Gbps,200,0.15,1,19.650903590079075,163.41915265686123,3
GPT-2-small,communication,3.2,medium,InfiniBand-200Gbps,200,0.15,1,19.987147265115144,175.76865687106607,4
GPT-2-small,communication,3.2,medium,Ethernet-100Gbps,100,0.35,1,54.51378176509429,62.016759979519385,0
GPT-2-small,communication,3.2,medium,Ethernet-100Gbps,100,0.35,1,53.060308114306764,76.13980586478169,1
GPT-2-small,communication,3.2,medium,Ethernet-100Gbps,100,0.35,1,57.71378654558001,67.26888308230497,2
GPT-2-small,communication,3.2,medium,Ethernet-100Gbps,100,0.35,1,53.225946738884275,65.62416289893496,3
GPT-2-small,communication,3.2,medium,Ethernet-100Gbps,100,0.35,1,54.754657115065164,59.681478660968295,4
GPT-2-small,communication,3.2,medium,Ethernet-50Gbps,50,0.5,1,123.39139664110408,21.66283185224482,0
GPT-2-small,communication,3.2,medium,Ethernet-50Gbps,50,0.5,1,127.49514451628299,26.29439187940548,1
GPT-2-small,communication,3.2,medium,Ethernet-50Gbps,50,0.5,1,121.98008461062891,28.147973526580067,2
GPT-2-small,communication,3.2,medium,Ethernet-50Gbps,50,0.5,1,117.33896460623536,22.07125023958036,3
